price,lotsize,age,landValue,livingArea,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
282000,1538,25,38000,193,3,1,2.5,9,electric,gas,public/commercial,No,No,Yes
222000,324,22,17200,115,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
197000,405,29,18000,120,3,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
366000,1781,18,33200,172,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
272000,1052,49,41900,99,3,0,1,8,hot air,gas,septic,No,No,Yes
185000,283,18,16800,138,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
456000,1943,23,48500,229,5,2,3.5,8,hot air,gas,public/commercial,No,No,Yes
330000,1659,17,25400,207,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
280000,1700,61,14700,117,3,0,1,8,hot water/steam,gas,septic,No,No,No
310000,1821,30,30000,145,4,1,2.5,5,hot air,gas,public/commercial,No,No,No
405000,2428,25,71000,184,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
554000,3845,9,78000,221,3,1,2.5,6,hot air,gas,septic,No,No,No
333000,2266,27,30800,175,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
485000,5059,133,43500,203,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
446000,2833,15,69400,231,4,1,2.5,7,electric,electric,public/commercial,No,No,Yes
245000,2711,56,21100,107,1,0,2,3,hot air,gas,septic,No,No,No
352000,2671,15,32100,188,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
417000,2509,37,32600,234,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
175000,324,18,17200,138,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
197000,324,17,17200,138,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
544000,2064,7,39100,220,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
338000,1133,31,23200,178,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
327000,4047,12,32000,182,3,2,2,9,hot air,oil,septic,No,No,No
792000,2347,9,86400,312,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
455000,1740,26,39000,194,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
272000,2226,35,33000,183,5,1,2,11,hot air,gas,public/commercial,No,No,Yes
307000,1983,33,34100,196,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
289000,1578,43,29600,135,4,0,2.5,9,hot air,gas,septic,No,No,No
229000,243,18,16400,138,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
320000,1862,29,27400,174,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
476000,2024,0,17500,195,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
320000,2428,33,32000,174,3,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
436000,1659,17,44300,222,4,1,2.5,11,electric,electric,public/commercial,No,No,Yes
611000,2145,18,65800,262,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
316000,850,11,19100,99,2,1,2,4,hot air,gas,public/commercial,No,No,No
210000,243,20,16400,128,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
189000,364,19,17600,138,3,0,1.5,5,hot air,electric,public/commercial,No,No,No
200000,526,25,18300,117,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
436000,2914,15,40300,194,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
436000,4047,9,43900,241,4,1,2.5,12,hot air,oil,septic,No,No,No
234000,728,18,18800,138,3,0,1.5,4,electric,electric,public/commercial,No,No,No
436000,2995,10,35700,163,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
353000,1943,32,28200,247,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
534000,2347,20,69500,225,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
633000,40,21,79100,260,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
253000,4047,78,21200,107,2,0,1,6,hot water/steam,oil,septic,No,No,No
351000,1659,29,25400,218,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
278000,2064,33,34600,179,4,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
360000,2226,35,34800,205,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
462000,1862,16,60500,205,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
446000,2428,35,32000,252,5,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
238000,769,18,18900,106,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
366000,5747,32,48300,235,3,1,2,7,hot air,gas,septic,No,No,Yes
401000,2792,20,35500,167,4,0,2,9,electric,electric,septic,No,No,No
305000,2064,31,34600,150,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
456000,1174,13,31400,240,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
679000,243,10,79600,247,4,0,2.5,10,hot air,gas,septic,No,No,Yes
787000,2428,13,88000,362,5,2,4.5,12,hot water/steam,gas,public/commercial,No,No,Yes
384000,2145,16,37500,147,3,1,1,6,hot air,gas,public/commercial,No,No,Yes
505000,1538,10,38000,258,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
178000,2995,54,28300,119,2,1,1,3,hot air,gas,septic,No,No,No
234000,2266,29,34800,106,3,0,1,6,hot air,oil,septic,No,No,No
334000,2873,32,35100,176,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No,No
251000,11493,55,60200,143,2,1,1,7,hot water/steam,gas,septic,No,No,No
185000,364,19,17600,138,3,1,1.5,5,electric,electric,public/commercial,No,No,No
409000,2104,14,37300,195,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
485000,4047,8,40200,216,4,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
334000,2024,29,29000,193,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
360000,1740,33,31400,178,4,1,1.5,10,hot air,gas,public/commercial,No,No,Yes
238000,364,18,17600,138,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
416000,445,25,32900,205,4,1,2.5,10,hot water/steam,gas,septic,No,No,No
368000,971,9,28000,136,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
302000,1578,38,29600,167,4,1,1.5,10,hot air,gas,septic,No,No,No
347000,3238,38,35500,175,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
159000,769,19,13300,100,3,0,1.5,7,electric,electric,public/commercial,No,No,No
436000,2388,34,31700,240,5,1,3,11,hot water/steam,gas,public/commercial,No,No,Yes
303000,1943,26,31200,140,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
278000,1862,35,32700,155,4,1,1,5,hot air,gas,public/commercial,No,No,No
295000,1619,35,30000,162,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
415000,2104,40,29600,286,7,1,2.5,12,hot water/steam,gas,septic,No,No,No
412000,3480,3,35600,184,3,1,2.5,8,hot air,gas,septic,No,No,No
366000,1862,37,27400,214,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
303000,3845,13,9500,138,3,1,2,4,hot air,gas,septic,No,No,Yes
272000,2550,11,17900,89,2,0,2,5,hot water/steam,gas,public/commercial,No,No,No
276000,1700,16,17400,147,3,0,1.5,8,electric,electric,septic,No,No,No
296000,1376,154,11900,149,4,0,1,7,hot air,oil,public/commercial,No,No,No
514000,2024,5,4000,216,4,0,2.5,9,hot air,gas,public/commercial,No,No,No
178000,809,14,7200,96,2,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
397000,11979,19,11000,138,3,0,1.5,8,electric,electric,septic,No,No,No
223000,4047,17,3500,98,3,0,1,8,electric,electric,septic,No,No,No
225000,4047,128,16200,80,3,0,1,6,hot air,oil,septic,No,No,No
249000,4047,19,17600,144,3,1,2,4,electric,electric,septic,No,No,No
417000,2104,11,18200,169,3,1,1.5,6,hot air,gas,public/commercial,No,No,No
330000,1943,20,12500,142,3,1,2,6,hot air,gas,septic,No,No,Yes
349000,1336,14,11900,163,4,0,2,8,hot air,gas,public/commercial,No,No,Yes
833000,4047,25,25000,392,5,2,3.5,12,hot water/steam,gas,septic,No,No,No
215000,10522,10,20200,205,3,1,2.5,7,hot air,oil,septic,No,No,No
297000,607,64,36000,102,2,0,1,6,hot air,oil,public/commercial,Yes,No,No
236000,11332,114,28300,148,7,0,1,10,hot water/steam,oil,septic,No,No,No
228000,324,15,2100,138,3,1,2.5,8,hot air,gas,public/commercial,No,No,No
220000,567,15,3200,138,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
812000,1862,88,19700,279,4,1,3.5,12,hot air,gas,septic,No,No,Yes
417000,2550,54,9500,201,2,0,1.5,7,hot water/steam,oil,septic,No,No,No
386000,15379,19,14400,141,2,0,1,3,hot water/steam,oil,septic,No,No,No
347000,1862,15,15700,149,3,1,2.5,4,hot air,oil,septic,No,No,Yes
534000,3966,25,15900,130,3,1,2,5,electric,electric,septic,No,No,No
498000,4047,12,20300,163,4,0,1,7,hot air,gas,septic,No,No,No
141000,4047,32,20300,82,2,0,1.5,6,electric,electric,septic,No,No,No
417000,24565,14,25700,115,3,0,2,5,hot air,oil,septic,No,No,No
289000,121,17,18800,141,3,1,1.5,8,hot air,gas,septic,No,No,No
215000,728,2,15000,78,1,0,1,6,hot air,gas,public/commercial,No,No,Yes
236000,445,1,15000,78,2,0,1,3,hot air,gas,public/commercial,No,No,Yes
358000,1133,124,7400,241,4,0,1.5,12,hot air,gas,public/commercial,No,No,No
126000,728,121,7300,94,3,0,1,7,hot air,gas,public/commercial,No,No,No
262000,648,2,15000,128,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
252000,607,3,15000,127,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
601000,2024,5,40200,156,3,1,2.5,4,hot air,gas,public/commercial,Yes,No,Yes
659000,14893,14,27200,189,3,1,2,9,hot water/steam,oil,septic,No,No,No
349000,3966,16,11200,239,3,0,1.5,10,hot water/steam,oil,septic,No,No,No
33000,2104,59,8000,87,2,0,1,4,hot air,oil,septic,No,No,No
104000,40,13,1200,89,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
329000,3683,11,3200,126,3,1,1.5,5,hot air,oil,septic,No,No,No
240000,1376,118,6200,99,4,0,1,8,hot water/steam,gas,public/commercial,No,No,No
278000,8337,6,40100,140,3,0,2,5,hot air,oil,septic,No,No,No
200000,1416,54,19600,118,4,1,1.5,9,hot air,oil,septic,No,No,No
343000,1902,18,18800,222,6,0,3,11,hot water/steam,oil,septic,No,No,No
288000,2833,17,28800,113,2,1,1,4,hot air,gas,septic,No,No,No
278000,1578,52,21800,114,3,1,1,6,hot air,oil,septic,No,No,No
349000,2104,47,28100,170,4,1,2,8,hot air,oil,septic,No,No,No
450000,5140,27,34200,172,3,1,1.5,8,hot water/steam,oil,septic,No,No,No
435000,8094,164,40000,211,3,0,2.5,10,hot air,oil,septic,No,No,No
417000,2752,29,28700,168,3,1,1.5,8,hot air,oil,septic,No,No,No
301000,1538,48,21300,118,4,1,1.5,5,hot air,gas,septic,No,No,No
234000,1133,12,4800,145,3,1,1,8,hot air,gas,public/commercial,No,No,Yes
593000,283,15,200,173,3,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
234000,971,64,1400,104,2,0,1,3,hot air,oil,septic,Yes,No,No
479000,1052,15,700,170,2,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
611000,14731,0,7400,195,4,1,2.5,8,hot air,oil,public/commercial,No,No,Yes
1004000,1659,13,3100,251,3,1,2.5,11,hot air,oil,public/commercial,No,No,No
273000,1862,32,5800,97,3,1,1.5,5,hot water/steam,oil,public/commercial,No,No,No
544000,607,13,400,163,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
200000,648,116,6800,216,3,0,2,7,hot air,oil,public/commercial,No,No,No
339000,4047,13,13700,218,3,0,1.5,8,electric,electric,septic,No,No,No
554000,10563,1,15700,191,3,1,2.5,9,hot water/steam,oil,septic,No,No,No
544000,4047,33,21700,88,1,1,1,4,hot air,oil,septic,Yes,No,No
140000,769,44,9100,60,2,0,1,6,electric,electric,septic,No,No,No
477000,3359,6,14700,219,4,1,2.5,8,hot air,gas,septic,No,No,Yes
456000,4047,7,17800,190,4,1,2.5,7,hot water/steam,gas,septic,No,No,No
253000,1700,32,18500,137,4,0,1.5,9,hot air,gas,septic,No,No,Yes
509000,3521,10,41100,206,3,1,2,10,hot air,gas,public/commercial,No,No,No
299000,2752,16,19900,165,4,0,2,7,hot air,gas,public/commercial,No,No,No
334000,1538,51,14600,121,4,1,2,9,hot air,oil,septic,No,No,Yes
407000,4452,124,20100,213,4,1,1.5,9,hot water/steam,oil,septic,No,No,No
613000,3238,134,18100,229,5,2,2.5,12,hot air,gas,septic,No,No,No
667000,3845,2,49200,291,4,0,2.5,12,hot air,oil,septic,No,No,Yes
593000,16593,15,26600,237,3,0,2.5,7,hot water/steam,oil,septic,No,No,No
280000,1376,49,13100,110,2,0,1,6,hot air,oil,septic,No,No,Yes
366000,364,48,15800,176,4,1,2,7,hot air,oil,septic,No,No,Yes
372000,4047,12,500,181,3,1,2.5,7,hot air,oil,none,No,No,No
548000,2307,6,15000,262,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
209000,4047,11,34900,97,3,1,2,7,electric,electric,septic,No,No,No
282000,1943,25,14400,152,4,0,2,5,hot air,oil,septic,No,No,No
397000,567,13,21100,205,4,1,2.5,9,hot air,gas,septic,No,No,No
709000,769,0,74800,295,4,1,3.5,12,hot air,gas,public/commercial,No,Yes,No
483000,2024,0,74800,217,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
551000,1416,0,74800,255,4,1,3,8,hot air,gas,public/commercial,No,Yes,No
535000,850,0,32000,268,4,0,3,8,hot air,gas,public/commercial,No,Yes,No
512000,14043,1,20300,201,3,1,2,10,hot air,gas,septic,No,Yes,Yes
339000,2226,11,19300,124,3,1,2,7,hot air,gas,public/commercial,No,No,Yes
349000,2145,4,4200,148,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
312000,2185,11,18900,149,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
384000,2185,11,18900,204,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
307000,1295,10,10700,137,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
301000,1012,10,8400,125,2,0,2,7,hot air,gas,public/commercial,No,No,Yes
250000,1295,36,8000,145,3,1,1,6,hot air,gas,septic,No,No,Yes
329000,2024,13,18300,146,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
330000,162,13,16500,150,4,0,2,7,hot air,gas,public/commercial,No,No,Yes
200000,850,129,7300,113,3,0,1,7,hot water/steam,gas,public/commercial,No,No,No
276000,688,124,6000,210,4,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
178000,2064,28,15000,109,3,1,1.5,4,hot air,oil,septic,No,No,No
280000,688,29,4600,135,3,0,2,6,hot air,oil,public/commercial,No,No,No
240000,445,29,3900,123,3,0,3,5,electric,electric,public/commercial,No,No,No
534000,567,14,20700,193,4,1,2.5,10,hot air,gas,septic,No,No,Yes
249000,4047,22,16800,123,3,0,2,5,electric,electric,septic,No,No,No
570000,728,20,20900,208,4,1,2.5,10,electric,electric,septic,No,No,No
465000,5221,19,21600,195,4,1,3,7,hot air,gas,septic,No,No,Yes
306000,4047,27,8300,105,2,0,1,7,hot air,oil,septic,No,No,No
349000,2428,19,16000,214,4,1,2.5,7,hot air,gas,septic,No,No,Yes
334000,1862,20,13800,137,3,1,2,8,hot air,gas,septic,No,No,No
191000,4168,20,20100,118,3,1,1,6,hot air,gas,septic,No,No,No
359000,1902,15,14100,169,3,1,2,7,hot air,gas,septic,No,No,No
309000,2024,30,15000,152,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
284000,1052,11,8700,117,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
215000,1983,30,64400,118,3,0,1,4,hot air,gas,public/commercial,No,No,No
310000,1133,29,80800,149,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
465000,2104,0,77000,230,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
345000,607,0,36000,191,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
323000,202,6,32000,172,3,0,2.5,8,electric,electric,public/commercial,No,No,Yes
608000,364,1,51400,209,3,0,3,8,hot air,gas,public/commercial,No,No,Yes
270000,1983,32,64400,145,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
169000,769,24,39200,89,3,0,1,6,electric,electric,septic,No,No,No
365000,405,63,85000,156,2,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
339000,121,3,27000,133,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
308000,648,0,36800,155,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
407000,1133,29,80800,212,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
234000,1295,31,54200,120,3,1,1,4,hot air,gas,public/commercial,No,No,Yes
305000,931,53,73000,116,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
623000,486,113,51300,176,4,0,1.5,8,hot water/steam,oil,public/commercial,No,No,No
635000,607,1,61000,241,3,0,3,10,hot air,gas,public/commercial,No,No,Yes
990000,40,0,12500,177,2,1,2,8,hot air,gas,public/commercial,No,No,Yes
424000,1174,3,46400,156,3,0,2,6,hot air,gas,public/commercial,No,No,Yes
263000,648,38,54900,107,2,1,1,7,hot air,gas,public/commercial,No,No,No
183000,283,16,46600,120,3,1,1.5,5,electric,electric,public/commercial,No,No,Yes
388000,688,93,55800,223,4,1,1.5,11,hot air,gas,public/commercial,No,No,No
1083000,971,55,255000,287,4,2,4,12,hot water/steam,gas,public/commercial,No,No,Yes
403000,850,142,107000,133,3,0,1,8,hot water/steam,oil,public/commercial,No,No,No
489000,607,0,114000,152,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
225000,971,33,49100,127,3,0,1,7,hot air,gas,public/commercial,No,No,No
234000,648,36,54900,105,3,0,1,4,hot air,gas,public/commercial,No,No,No
287000,1214,27,84600,158,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
355000,1214,6,47000,155,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
514000,486,78,89000,162,4,1,2.5,6,hot water/steam,oil,public/commercial,No,No,Yes
446000,607,103,210000,136,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
368000,607,0,54000,152,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
752000,5666,12,128500,203,3,0,2.5,6,hot air,gas,none,No,No,Yes
696000,607,0,95000,197,3,1,2.5,6,hot air,electric,public/commercial,No,No,Yes
184000,1012,32,50000,87,3,1,1,8,hot air,gas,public/commercial,No,No,No
583000,688,169,220000,311,6,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
259000,1457,32,50600,170,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
682000,648,1,62600,241,3,0,3,8,hot air,gas,public/commercial,No,No,Yes
227000,2752,64,84200,100,2,0,1,7,hot air,oil,septic,No,No,No
1496000,4937,2,194700,293,5,0,3.5,12,hot air,gas,septic,No,No,Yes
529000,1012,150,115000,198,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No,No
238000,243,18,28800,150,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
613000,931,5,73800,308,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
382000,1943,25,57800,216,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No,No
282000,971,32,49100,153,4,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
623000,486,73,89000,132,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
181000,607,103,54000,119,2,1,1,3,hot water/steam,gas,public/commercial,No,No,No
956000,1376,3,82400,322,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
339000,445,83,87000,116,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
225000,1012,33,50000,127,3,0,1,5,hot air,gas,public/commercial,No,No,No
536000,526,1,110200,130,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
503000,162,15,36000,186,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
570000,486,1,56200,209,3,0,3,6,hot air,gas,public/commercial,No,No,Yes
705000,1578,0,85400,259,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
539000,283,0,48200,209,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
236000,1376,33,55400,131,3,0,1,6,hot air,gas,public/commercial,No,No,No
343000,4047,25,98500,149,3,1,1.5,7,hot air,gas,septic,No,No,Yes
309000,162,103,36000,131,2,0,1,3,hot air,gas,public/commercial,No,No,No
241000,850,37,59400,90,3,0,1,8,hot air,gas,public/commercial,No,No,No
1208000,4290,14,125100,452,5,2,4,12,hot air,oil,septic,No,No,Yes
1064000,1012,0,63000,268,3,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
524000,364,82,83000,145,2,0,1,6,hot air,gas,public/commercial,No,No,No
244000,1052,33,50600,137,3,0,1,8,hot air,gas,public/commercial,No,No,No
359000,567,0,35200,198,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
637000,607,1,114000,201,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
625000,1862,0,89600,234,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
462000,2550,0,98500,213,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
215000,1052,123,63300,162,4,0,1,6,hot air,gas,public/commercial,No,No,No
446000,1943,0,90800,188,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
436000,890,34,72000,147,3,0,2,8,hot water/steam,gas,public/commercial,No,No,Yes
964000,3683,0,239300,316,3,0,3,12,hot air,gas,public/commercial,Yes,No,Yes
446000,283,13,48200,162,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
505000,1862,0,89600,238,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
417000,486,51,89000,130,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
524000,648,0,62600,232,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
417000,1943,27,57800,205,4,2,2.5,11,hot air,gas,public/commercial,No,No,Yes
462000,1862,0,89600,237,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
514000,121,16,27000,169,2,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
247000,486,50,89000,120,2,0,1,3,hot water/steam,gas,public/commercial,No,No,No
272000,567,16,52200,109,2,0,2,3,hot air,gas,public/commercial,No,No,No
1267000,4209,10,192900,384,3,2,3.5,12,hot air,gas,septic,No,No,Yes
359000,1983,17,64400,169,3,1,2.5,5,electric,electric,public/commercial,No,No,Yes
709000,2631,4,99500,244,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
309000,607,0,36000,117,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
261000,607,113,54000,154,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
349000,2024,43,73500,172,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
303000,567,0,35200,117,3,0,2,8,hot air,gas,public/commercial,No,No,Yes
291000,931,0,42400,113,3,0,2,5,hot air,gas,public/commercial,No,No,Yes
618000,567,14,59400,172,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
460000,1174,9,52400,196,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
599000,931,3,73800,168,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
645000,931,52,250000,156,2,1,1.5,4,hot water/steam,gas,public/commercial,No,No,No
541000,324,0,49800,209,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
286000,121,103,27000,131,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
861000,4047,20,124800,322,3,2,2.5,12,electric,electric,septic,No,No,Yes
257000,648,28,50400,161,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
740000,4047,16,125900,219,3,2,2.5,6,electric,electric,septic,No,No,Yes
915000,1700,4,87200,209,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
464000,728,0,119700,177,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
253000,1214,30,53000,110,3,0,1,7,hot air,gas,public/commercial,No,No,No
567000,2954,0,103500,269,4,1,3.5,11,hot air,gas,public/commercial,No,No,Yes
812000,4168,24,124800,229,3,1,3,9,hot air,gas,public/commercial,No,No,Yes
217000,1012,32,50000,87,3,0,1,8,hot air,gas,public/commercial,No,No,No
272000,769,123,103000,87,2,0,1,7,hot water/steam,gas,public/commercial,No,No,No
249000,1174,30,52400,119,3,1,1,6,hot air,gas,public/commercial,No,No,No
368000,1578,6,69400,176,3,0,2,5,hot water/steam,gas,septic,No,No,No
263000,1093,33,63700,157,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
893000,1012,22,61000,215,2,1,3,7,hot air,gas,public/commercial,No,No,Yes
287000,1295,1,48200,112,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
712000,1093,50,78800,181,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
268000,1457,51,50600,110,3,0,1,5,electric,electric,septic,No,No,No
641000,1457,3,83600,186,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
499000,283,14,48200,162,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
544000,486,3,108300,151,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
507000,1416,1,67000,219,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
521000,2509,1,98000,207,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
249000,283,94,46800,107,2,0,1.5,3,hot air,gas,public/commercial,No,No,No
697000,1093,2,78200,205,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
819000,1700,4,87200,302,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
253000,1943,34,57800,133,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
253000,1457,35,56600,87,3,0,1,7,hot air,gas,public/commercial,No,No,No
263000,1214,33,53000,127,3,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
524000,283,16,48200,167,3,1,2.5,8,hot air,electric,public/commercial,No,No,Yes
350000,688,16,49500,179,3,1,1.5,9,hot air,gas,public/commercial,No,No,No
499000,445,83,87000,132,3,0,2,7,hot water/steam,gas,public/commercial,No,No,No
301000,567,77,93000,57,2,0,1,5,hot air,gas,public/commercial,No,No,No
524000,405,79,85000,138,4,0,1.5,5,hot air,gas,public/commercial,No,No,No
417000,445,84,87000,123,3,1,1.5,6,hot air,oil,public/commercial,No,No,No
268000,243,18,45800,116,2,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
301000,1295,32,54200,120,3,1,1,6,hot air,gas,public/commercial,No,No,Yes
644000,1538,0,84800,268,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
240000,1700,36,60200,119,3,1,1,4,hot air,gas,public/commercial,No,No,No
207000,809,104,56700,100,3,0,1,7,hot air,gas,public/commercial,No,No,No
446000,2347,52,78300,121,3,1,1,4,hot water/steam,gas,septic,No,No,No
1167000,162,17,36000,297,3,2,3.5,12,hot air,gas,public/commercial,No,No,Yes
125000,1214,44,64700,98,3,0,1,5,hot water/steam,gas,public/commercial,No,No,No
349000,121,18,19200,137,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
613000,324,115,81000,149,3,0,1.5,6,hot water/steam,gas,public/commercial,No,No,No
524000,567,84,93000,108,3,0,1.5,4,hot water/steam,gas,public/commercial,No,No,No
475000,486,104,89000,96,2,0,1,5,hot air,gas,public/commercial,No,No,No
564000,809,104,105000,187,6,0,1,11,hot water/steam,gas,public/commercial,No,No,No
189000,1943,34,63800,121,3,0,1,7,hot air,gas,public/commercial,No,No,No
251000,1093,56,62500,87,2,0,1,3,hot air,gas,public/commercial,No,No,No
